speaker	vowel	height	back	syllable	duration	male	young	word	freq
1	ae	low	0	DXt	87	0	0	that	7.47420480649612
1	e	mid	0	DX	75	0	0	they	6.96790920180188
1	i	high	0	TrX	118	0	0	three	4.47733681447821
1	ae	low	0	bX	139	0	0	ballot	0
1	i	high	0	wX	31	0	0	we	6.10924758276437
1	ae	low	0	lXst	80	0	0	last	3.46573590279973
1	o	mid	1	vX	152	0	0	voted	1.94591014905531
1	i	high	0	TrX	80	0	0	three	4.47733681447821
1	ae	low	0	pXs	196	0	0	pass	2.56494935746154
1	e	mid	0	DX	92	0	0	they	6.96790920180188
1	e	mid	0	wX	154	0	0	way	4.90527477843843
1	ae	low	0	hXv	74	0	0	have	6.41345895716736
1	e	mid	0	wXz	60	0	0	ways	2.63905732961526
1	o	mid	1	DXz	109	0	0	those	4.87519732320115
1	i	high	0	rXd	44	0	0	read	3.36729582998647
1	o	mid	1	nX	94	0	0	know	5.98393628068719
1	e	mid	0	sX	143	0	0	say	4.80402104473326
1	o	mid	1	nX	152	0	0	no	5.22035582507832
1	e	mid	0	sX	216	0	0	say	4.80402104473326
1	ae	low	0	DXt	163	0	0	that	7.47420480649612
1	ae	low	0	pXst	167	0	0	passed	1.38629436111989
1	u	high	1	tX	64	0	0	two	4.75359019110636
1	i	high	0	bX	79	0	0	be	5.89715386763674
1	u	high	1	nX	108	0	0	new	2.99573227355399
1	o	mid	1	rXdz	141	0	0	roads	0
1	ae	low	0	DXt	164	0	0	that	7.47420480649612
1	o	mid	1	dXnt	106	0	0	donXt	6.361302477573
1	i	high	0	wX	39	0	0	we	6.10924758276437
1	i	high	0	bX	47	0	0	be	5.89715386763674
1	u	high	1	dX	108	0	0	do	5.89715386763674
1	ae	low	0	DXt	121	0	0	that	7.47420480649612
1	e	mid	0	tX	87	0	0	taking	2.83321334405622
1	o	mid	1	nX	109	0	0	no	5.22035582507832
1	i	high	0	hX	90	0	0	he	6.00635315960173
1	ae	low	0	hXz	122	0	0	has	4.60517018598809
1	o	mid	1	dXnt	78	0	0	donXt	6.361302477573
1	o	mid	1	nX	49	0	0	know	5.98393628068719
1	o	mid	1	dXnt	92	0	0	donXt	6.361302477573
1	o	mid	1	vXts	114	0	0	votes	0
1	e	mid	0	DX	66	0	0	they	6.96790920180188
1	o	mid	1	gX	105	0	0	go	5.48063892334199
1	u	high	1	TrX	127	0	0	through	3.97029191355212
1	ae	low	0	bXd	146	0	0	bad	3.93182563272433
1	o	mid	1	DX	88	0	0	though	3.3322045101752
1	o	mid	1	vX	100	0	0	voted	1.94591014905531
1	i	high	0	mXn	88	0	0	mean	6.00388706710654
1	i	high	0	X	218	0	0	even	3.8286413964891
1	o	mid	1	DX	84	0	0	though	3.3322045101752
1	u	high	1	DX	33	0	0	the	7.86403565907245
1	ae	low	0	DXt	81	0	0	that	7.47420480649612
1	ae	low	0	hX	158	0	0	happen	2.56494935746154
1	e	mid	0	DX	102	0	0	theyXll	3.55534806148941
1	o	mid	1	sX	60	0	0	so	6.64509096950564
1	e	mid	0	DX	74	0	0	theyXll	3.55534806148941
1	o	mid	1	jX	131	0	0	yknow	6.45990445437753
1	o	mid	1	vXt	79	0	0	vote	2.56494935746154
1	i	high	0	Xb	128	0	0	absentee	1.38629436111989
1	i	high	0	wX	49	0	0	we	6.10924758276437
1	ae	low	0	trX	100	0	0	traveling	0
1	i	high	0	wX	45	0	0	we	6.10924758276437
1	ae	low	0	Xb	282	0	0	absentee	1.38629436111989
1	i	high	0	Xb	96	0	0	absentee	1.38629436111989
1	o	mid	1	vX	163	0	0	voting	1.38629436111989
1	o	mid	1	sX	60	0	0	so	6.64509096950564
1	o	mid	1	pXlz	50	0	0	polls	0
1	i	high	0	Xb	113	0	0	absentee	1.38629436111989
1	e	mid	0	tXk	92	0	0	take	4.70953020131233
1	e	mid	0	tXk	86	0	0	take	4.70953020131233
1	e	mid	0	stXts	182	0	0	states	1.94591014905531
1	e	mid	0	DX	137	0	0	they	6.96790920180188
1	e	mid	0	DXv	50	0	0	theyXve	3.43398720448515
1	i	high	0	DXz	99	0	0	these	4.43081679884331
1	ae	low	0	DXt	60	0	0	that	7.47420480649612
1	i	high	0	rX	102	0	0	really	5.46383180502561
1	i	high	0	rX	83	0	0	really	5.46383180502561
1	o	mid	1	nX	39	0	0	no	5.22035582507832
1	ae	low	0	mX	91	0	0	matter	2.63905732961526
1	i	high	0	hX	67	0	0	he	6.00635315960173
1	o	mid	1	vX	102	0	0	voting	1.38629436111989
1	i	high	0	vX	80	0	0	voting	1.38629436111989
1	i	high	0	hX	80	0	0	he	6.00635315960173
1	ae	low	0	kXnt	96	0	0	canXt	4.90527477843843
1	ae	low	0	bXk	140	0	0	back	4.83628190695148
1	e	mid	0	DX	72	0	0	they	6.96790920180188
1	i	high	0	bX	87	0	0	be	5.89715386763674
1	i	high	0	rX	102	0	0	really	5.46383180502561
1	i	high	0	rX	105	0	0	really	5.46383180502561
1	e	mid	0	DX	55	0	0	they	6.96790920180188
1	e	mid	0	JXnJd	118	0	0	changed	2.484906649788
1	ae	low	0	stXn	166	0	0	standards	0
1	e	mid	0	kXm	103	0	0	came	3.2188758248682
1	u	high	1	grX	62	0	0	grew	2.89037175789616
1	o	mid	1	sX	76	0	0	so	6.64509096950564
1	ae	low	0	DXt	32	0	0	that	7.47420480649612
1	ae	low	0	stXndz	141	0	0	stands	1.38629436111989
1	u	high	1	dX	42	0	0	do	5.89715386763674
1	e	mid	0	DX	63	0	0	they	6.96790920180188
1	e	mid	0	JXnJd	50	0	0	changed	2.484906649788
1	e	mid	0	wX	70	0	0	way	4.90527477843843
1	e	mid	0	DX	79	0	0	they	6.96790920180188
1	u	high	1	dX	85	0	0	doing	3.49650756146648
1	ae	low	0	mX	100	0	0	mathematics	0
1	ae	low	0	mX	141	0	0	mathematics	0
1	i	high	0	JX	30	0	0	geometry	0.693147180559945
1	ae	low	0	Xl	162	0	0	algebra	0.693147180559945
1	u	high	1	jXzd	28	0	0	used	3.87120101090789
1	e	mid	0	strXt	48	0	0	straight	2.19722457733622
1	e	mid	0	Xz	164	0	0	as	5.65948221575962
1	ae	low	0	Xl	117	0	0	algebra	0.693147180559945
1	e	mid	0	tX	93	0	0	taking	2.83321334405622
1	o	mid	1	sX	86	0	0	so	6.64509096950564
1	ae	low	0	DXt	122	0	0	that	7.47420480649612
1	u	high	1	sX	55	0	0	so	6.64509096950564
1	e	mid	0	DX	187	0	0	they	6.96790920180188
1	e	mid	0	sXm	99	0	0	same	3.89182029811063
1	e	mid	0	wX	51	0	0	way	4.90527477843843
1	e	mid	0	JXnJ	234	0	0	change	3.09104245335832
1	o	mid	1	X	138	0	0	over	3.95124371858143
1	i	high	0	DX	73	0	0	the	7.86403565907245
1	o	mid	1	dXnt	49	0	0	donXt	6.361302477573
1	ae	low	0	jX	73	0	0	yeah	6.36647044773144
1	i	high	0	hX	79	0	0	he	6.00635315960173
1	i	high	0	spX	127	0	0	speaking	1.09861228866811
1	ae	low	0	Xnd	66	0	0	and	8.06117135969092
1	ae	low	0	Xz	271	0	0	as	5.65948221575962
1	i	high	0	hX	69	0	0	he	6.00635315960173
1	i	high	0	spXk	54	0	0	speak	1.38629436111989
1	i	high	0	rX	85	0	0	realized	1.09861228866811
1	u	high	1	tX	61	0	0	too	4.64439089914137
1	ae	low	0	DXt	62	0	0	that	7.47420480649612
1	i	high	0	rX	33	0	0	really	5.46383180502561
1	i	high	0	rX	62	0	0	really	5.46383180502561
1	ae	low	0	hXz	80	0	0	has	4.60517018598809
1	i	high	0	pX	97	0	0	people	5.17614973257383
1	ae	low	0	DXts	106	0	0	thatXs	6.08221891037645
1	ae	low	0	hXd	55	0	0	had	5.56452040732269
1	ae	low	0	Xnd	159	0	0	and	8.06117135969092
1	i	high	0	pX	128	0	0	people	5.17614973257383
1	ae	low	0	jX	186	0	0	yeah	6.36647044773144
1	ae	low	0	Xnd	137	0	0	and	8.06117135969092
1	o	mid	1	DXz	96	0	0	those	4.87519732320115
1	i	high	0	pX	74	0	0	people	5.17614973257383
1	e	mid	0	DXv	70	0	0	theyXve	3.43398720448515
1	e	mid	0	sX	127	0	0	saying	2.56494935746154
1	o	mid	1	sX	109	0	0	so	6.64509096950564
1	ae	low	0	hXv	121	0	0	have	6.41345895716736
1	ae	low	0	hXv	185	0	0	have	6.41345895716736
1	i	high	0	rX	43	0	0	retired	1.09861228866811
1	u	high	1	tX	22	0	0	to	7.51152464839087
1	o	mid	1	X	161	0	0	over	3.95124371858143
1	i	high	0	pX	82	0	0	people	5.17614973257383
1	u	high	1	dX	84	0	0	doing	3.49650756146648
1	ae	low	0	hXv	66	0	0	have	6.41345895716736
1	u	high	1	nX	92	0	0	knew	3.49650756146648
1	e	mid	0	stX	106	0	0	station	0
1	ae	low	0	DXt	116	0	0	that	7.47420480649612
1	o	mid	1	Xld	85	0	0	old	3.89182029811063
1	i	high	0	wX	75	0	0	weeny	0
1	i	high	0	wX	42	0	0	weeny	0
1	u	high	1	jX	54	0	0	you	7.07496319796604
1	o	mid	1	nX	266	0	0	know	5.98393628068719
1	o	mid	1	Xn	120	0	0	own	3.73766961828337
1	o	mid	1	klX	75	0	0	closer	0
1	ae	low	0	DXt	27	0	0	that	7.47420480649612
1	o	mid	1	dXnt	63	0	0	donXt	6.361302477573
1	i	high	0	Xk	29	0	0	actually	3.66356164612965
1	i	high	0	spXk	74	0	0	speak	1.38629436111989
1	i	high	0	pX	85	0	0	people	5.17614973257383
1	e	mid	0	rX	81	0	0	radio	0.693147180559945
1	i	high	0	rX	131	0	0	radio	0.693147180559945
1	o	mid	1	rX	133	0	0	radio	0.693147180559945
1	ae	low	0	bXd	192	0	0	bad	3.93182563272433
1	ae	low	0	Xs	172	0	0	aspects	0
1	o	mid	1	nX	112	0	0	know	5.98393628068719
1	o	mid	1	gX	57	0	0	going	4.54329478227
1	ae	low	0	DXt	129	0	0	that	7.47420480649612
1	i	high	0	wX	69	0	0	we	6.10924758276437
1	o	mid	1	nX	287	0	0	know	5.98393628068719
1	o	mid	1	hXl	149	0	0	hole	1.09861228866811
1	o	mid	1	X	100	0	0	over	3.95124371858143
1	ae	low	0	bXd	219	0	0	bad	3.93182563272433
1	e	mid	0	DX	52	0	0	they	6.96790920180188
1	e	mid	0	DX	97	0	0	they	6.96790920180188
1	ae	low	0	hXv	129	0	0	have	6.41345895716736
1	ae	low	0	DXt	34	0	0	that	7.47420480649612
1	ae	low	0	DXts	93	0	0	thatXs	6.08221891037645
1	ae	low	0	hXd	82	0	0	had	5.56452040732269
1	e	mid	0	JXn	54	0	0	changing	0
1	e	mid	0	wX	84	0	0	way	4.90527477843843
1	e	mid	0	DX	94	0	0	they	6.96790920180188
1	e	mid	0	DX	79	0	0	they	6.96790920180188
1	ae	low	0	DXts	67	0	0	thatXs	6.08221891037645
1	o	mid	1	prXg	72	0	0	programs	2.07944154167984
1	e	mid	0	DX	85	0	0	they	6.96790920180188
1	i	high	0	rX	78	0	0	really	5.46383180502561
1	i	high	0	rX	120	0	0	really	5.46383180502561
1	u	high	1	dX	79	0	0	do	5.89715386763674
1	o	mid	1	Xn	100	0	0	own	3.73766961828337
1	ae	low	0	DXts	101	0	0	thatXs	6.08221891037645
1	u	high	1	dX	78	0	0	do	5.89715386763674
1	o	mid	1	Xn	81	0	0	own	3.73766961828337
1	ae	low	0	Xnd	338	0	0	and	8.06117135969092
1	o	mid	1	sX	60	0	0	so	6.64509096950564
1	e	mid	0	DX	96	0	0	they	6.96790920180188
1	u	high	1	dX	108	0	0	do	5.89715386763674
1	u	high	1	hX	61	0	0	who	4.0943445622221
1	o	mid	1	nX	298	0	0	no	5.22035582507832
1	ae	low	0	jX	108	0	0	yeah	6.36647044773144
1	ae	low	0	DXt	103	0	0	that	7.47420480649612
1	ae	low	0	frXNk	38	0	0	frank	0
1	u	high	1	dX	69	0	0	do	5.89715386763674
1	ae	low	0	kXnt	117	0	0	canXt	4.90527477843843
1	o	mid	1	X	132	0	0	oh	5.25749537202778
1	u	high	1	jX	72	0	0	you	7.07496319796604
1	ae	low	0	DXt	127	0	0	that	7.47420480649612
1	ae	low	0	bXk	140	0	0	back	4.83628190695148
1	u	high	1	tX	56	0	0	to	7.51152464839087
1	e	mid	0	DX	100	0	0	they	6.96790920180188
1	i	high	0	rX	49	0	0	really	5.46383180502561
1	o	mid	1	dXnt	51	0	0	donXt	6.361302477573
1	o	mid	1	sX	60	0	0	so	6.64509096950564
1	e	mid	0	DX	65	0	0	they	6.96790920180188
1	e	mid	0	kXm	100	0	0	came	3.2188758248682
1	e	mid	0	DX	84	0	0	they	6.96790920180188
1	ae	low	0	DXts	69	0	0	thatXs	6.08221891037645
1	o	mid	1	sX	72	0	0	so	6.64509096950564
1	i	high	0	wX	247	0	0	we	6.10924758276437
1	ae	low	0	DXts	76	0	0	thatXs	6.08221891037645
1	i	high	0	rX	31	0	0	really	5.46383180502561
1	i	high	0	DX	29	0	0	the	7.86403565907245
1	u	high	1	dX	60	0	0	do	5.89715386763674
1	e	mid	0	DX	61	0	0	they	6.96790920180188
1	o	mid	1	jX	136	0	0	yknow	6.45990445437753
1	ae	low	0	DXts	75	0	0	thatXs	6.08221891037645
1	i	high	0	sXmd	77	0	0	seemed	1.79175946922805
1	e	mid	0	wX	56	0	0	way	4.90527477843843
1	e	mid	0	tXks	70	0	0	takes	2.56494935746154
1	ae	low	0	DXt	120	0	0	that	7.47420480649612
1	u	high	1	jX	50	0	0	you	7.07496319796604
1	ae	low	0	hXf	100	0	0	half	3.61091791264422
1	e	mid	0	wX	70	0	0	way	4.90527477843843
1	i	high	0	DX	91	0	0	the	7.86403565907245
1	o	mid	1	nX	118	0	0	no	5.22035582507832
1	ae	low	0	hXv	110	0	0	have	6.41345895716736
1	e	mid	0	X	251	0	0	able	3.09104245335832
1	u	high	1	jX	30	0	0	you	7.07496319796604
1	ae	low	0	hXv	70	0	0	have	6.41345895716736
1	i	high	0	DX	140	0	0	the	7.86403565907245
1	ae	low	0	DXt	89	0	0	that	7.47420480649612
1	o	mid	1	bXT	118	0	0	both	3.46573590279973
1	ae	low	0	hXv	76	0	0	have	6.41345895716736
1	u	high	1	tX	41	0	0	to	7.51152464839087
1	u	high	1	hXz	60	0	0	whoXs	1.79175946922805
1	i	high	0	rX	52	0	0	really	5.46383180502561
1	e	mid	0	rX	97	0	0	raising	0.693147180559945
1	i	high	0	rX	48	0	0	raising	0.693147180559945
1	ae	low	0	grXnd	100	0	0	grandparent	0
1	o	mid	1	dXnt	87	0	0	donXt	6.361302477573
1	o	mid	1	jX	99	0	0	yknow	6.45990445437753
1	e	mid	0	plX	83	0	0	places	2.30258509299405
1	ae	low	0	DXt	179	0	0	that	7.47420480649612
1	ae	low	0	DXts	88	0	0	thatXs	6.08221891037645
1	e	mid	0	sXm	216	0	0	same	3.89182029811063
1	i	high	0	Xt	58	0	0	atmosphere	0
1	ae	low	0	DXt	39	0	0	that	7.47420480649612
1	e	mid	0	X	72	0	0	able	3.09104245335832
1	ae	low	0	DXts	90	0	0	thatXs	6.08221891037645
1	e	mid	0	DX	66	0	0	they	6.96790920180188
1	ae	low	0	fXkt	118	0	0	fact	2.89037175789616
1	e	mid	0	DX	88	0	0	they	6.96790920180188
1	o	mid	1	prXg	99	0	0	programs	2.07944154167984
1	ae	low	0	DXts	106	0	0	thatXs	6.08221891037645
1	e	mid	0	tX	49	0	0	taken	1.09861228866811
1	o	mid	1	X	64	0	0	over	3.95124371858143
1	ae	low	0	DXt	112	0	0	that	7.47420480649612
1	i	high	0	DX	61	0	0	the	7.86403565907245
1	ae	low	0	DXts	102	0	0	thatXs	6.08221891037645
1	i	high	0	X	335	0	0	even	3.8286413964891
1	u	high	1	jX	40	0	0	you	7.07496319796604
1	i	high	0	sX	55	0	0	see	5.06259503302697
1	o	mid	1	gX	117	0	0	go	5.48063892334199
1	i	high	0	sX	63	0	0	see	5.06259503302697
1	ae	low	0	kXnt	171	0	0	canXt	4.90527477843843
1	o	mid	1	DXz	97	0	0	those	4.87519732320115
1	i	high	0	rX	94	0	0	really	5.46383180502561
1	i	high	0	rX	204	0	0	really	5.46383180502561
1	e	mid	0	DX	84	0	0	they	6.96790920180188
1	i	high	0	bX	100	0	0	be	5.89715386763674
1	e	mid	0	DXv	64	0	0	theyXve	3.43398720448515
1	o	mid	1	prXg	104	0	0	program	2.30258509299405
1	i	high	0	DX	78	0	0	the	7.86403565907245
1	ae	low	0	hXv	70	0	0	have	6.41345895716736
1	ae	low	0	DXt	106	0	0	that	7.47420480649612
1	e	mid	0	XJ	138	0	0	age	3.09104245335832
1	ae	low	0	hXd	61	0	0	had	5.56452040732269
1	ae	low	0	hX	79	0	0	having	3.17805383034795
1	e	mid	0	DX	74	0	0	they	6.96790920180188
1	o	mid	1	gX	40	0	0	go	5.48063892334199
1	e	mid	0	DX	81	0	0	they	6.96790920180188
1	e	mid	0	DX	58	0	0	they	6.96790920180188
1	u	high	1	skXl	130	0	0	school	5.07517381523383
1	e	mid	0	DX	52	0	0	they	6.96790920180188
1	e	mid	0	DX	45	0	0	they	6.96790920180188
1	e	mid	0	DX	39	0	0	they	6.96790920180188
1	ae	low	0	hXd	38	0	0	had	5.56452040732269
1	e	mid	0	DX	93	0	0	they	6.96790920180188
1	ae	low	0	hXv	99	0	0	have	6.41345895716736
1	ae	low	0	Xnd	36	0	0	and	8.06117135969092
1	o	mid	1	X	179	0	0	over	3.95124371858143
1	ae	low	0	DXt	64	0	0	that	7.47420480649612
1	u	high	1	nX	76	0	0	knew	3.49650756146648
1	e	mid	0	DX	57	0	0	they	6.96790920180188
1	e	mid	0	DX	70	0	0	they	6.96790920180188
1	ae	low	0	hXv	224	0	0	have	6.41345895716736
1	o	mid	1	prXg	69	0	0	programs	2.07944154167984
1	e	mid	0	DX	30	0	0	they	6.96790920180188
1	ae	low	0	hXv	82	0	0	have	6.41345895716736
1	o	mid	1	prXg	120	0	0	programs	2.07944154167984
1	ae	low	0	DXt	99	0	0	that	7.47420480649612
1	ae	low	0	kXnt	64	0	0	canXt	4.90527477843843
1	ae	low	0	jX	137	0	0	yeah	6.36647044773144
1	i	high	0	lXv	60	0	0	leave	2.56494935746154
1	ae	low	0	DXt	235	0	0	that	7.47420480649612
1	o	mid	1	hXm	150	0	0	home	4.00733318523247
1	e	mid	0	DX	63	0	0	they	6.96790920180188
1	i	high	0	DX	48	0	0	the	7.86403565907245
1	e	mid	0	DX	86	0	0	they	6.96790920180188
1	ae	low	0	hXv	75	0	0	have	6.41345895716736
1	e	mid	0	DX	70	0	0	they	6.96790920180188
1	o	mid	1	dXnt	109	0	0	donXt	6.361302477573
1	i	high	0	sX	99	0	0	see	5.06259503302697
1	e	mid	0	DX	38	0	0	they	6.96790920180188
1	ae	low	0	hXv	40	0	0	have	6.41345895716736
1	ae	low	0	hXz	90	0	0	has	4.60517018598809
1	ae	low	0	hXz	70	0	0	has	4.60517018598809
1	i	high	0	DX	156	0	0	the	7.86403565907245
1	ae	low	0	DXt	88	0	0	that	7.47420480649612
1	u	high	1	jX	86	0	0	you	7.07496319796604
1	i	high	0	sX	41	0	0	see	5.06259503302697
1	u	high	1	tX	50	0	0	to	7.51152464839087
1	e	mid	0	tXk	60	0	0	take	4.70953020131233
1	i	high	0	rX	78	0	0	really	5.46383180502561
1	ae	low	0	DXts	78	0	0	thatXs	6.08221891037645
1	ae	low	0	hXv	209	0	0	have	6.41345895716736
1	i	high	0	pX	89	0	0	people	5.17614973257383
1	ae	low	0	hXv	94	0	0	have	6.41345895716736
1	i	high	0	sX	63	0	0	see	5.06259503302697
1	u	high	1	jX	57	0	0	you	7.07496319796604
1	u	high	1	jX	29	0	0	you	7.07496319796604
1	i	high	0	bX	61	0	0	be	5.89715386763674
1	u	high	1	jXl	47	0	0	youXll	2.39789527279837
1	u	high	1	jX	33	0	0	you	7.07496319796604
1	o	mid	1	gX	116	0	0	go	5.48063892334199
1	ae	low	0	bXk	224	0	0	back	4.83628190695148
1	u	high	1	jX	64	0	0	you	7.07496319796604
1	o	mid	1	nX	89	0	0	know	5.98393628068719
1	i	high	0	bX	55	0	0	be	5.89715386763674
1	e	mid	0	X	50	0	0	able	3.09104245335832
1	e	mid	0	trXs	80	0	0	trace	0
1	o	mid	1	jX	163	0	0	yknow	6.45990445437753
1	ae	low	0	hX	84	0	0	happens	1.79175946922805
1	ae	low	0	hX	199	0	0	having	3.17805383034795
1	o	mid	1	X	82	0	0	over	3.95124371858143
1	u	high	1	jXv	36	0	0	youXve	2.83321334405622
1	u	high	1	jX	63	0	0	you	7.07496319796604
1	ae	low	0	kXn	140	0	0	can	5.47227067367148
1	o	mid	1	gX	51	0	0	go	5.48063892334199
1	i	high	0	mX	60	0	0	me	5.53733426701854
1	u	high	1	jX	78	0	0	using	0.693147180559945
1	ae	low	0	kXnt	98	0	0	canXt	4.90527477843843
1	e	mid	0	sX	73	0	0	say	4.80402104473326
1	ae	low	0	jX	163	0	0	yeah	6.36647044773144
1	ae	low	0	bXk	149	0	0	back	4.83628190695148
1	ae	low	0	bXk	137	0	0	back	4.83628190695148
1	ae	low	0	vXl	158	0	0	values	1.6094379124341
1	u	high	1	vXl	100	0	0	values	1.6094379124341
1	ae	low	0	fX	148	0	0	family	3.58351893845611
1	i	high	0	fX	48	0	0	family	3.58351893845611
1	ae	low	0	hXv	201	0	0	have	6.41345895716736
1	o	mid	1	dXnt	131	0	0	donXt	6.361302477573
1	ae	low	0	DXt	91	0	0	that	7.47420480649612
1	i	high	0	tXJ	76	0	0	teach	3.04452243772342
1	o	mid	1	gX	50	0	0	go	5.48063892334199
1	u	high	1	SXt	90	0	0	shoot	2.39789527279837
1	e	mid	0	nX	192	0	0	neighbor	0.693147180559945
1	i	high	0	hX	66	0	0	he	6.00635315960173
1	o	mid	1	gX	75	0	0	go	5.48063892334199
1	i	high	0	stXl	63	0	0	steal	0.693147180559945
1	i	high	0	hX	130	0	0	he	6.00635315960173
1	u	high	1	jX	192	0	0	you	7.07496319796604
1	i	high	0	hX	61	0	0	he	6.00635315960173
1	u	high	1	jX	119	0	0	you	7.07496319796604
1	i	high	0	blX	83	0	0	bleeding	0
1	i	high	0	mXn	132	0	0	mean	6.00388706710654
1	i	high	0	hX	64	0	0	he	6.00635315960173
1	i	high	0	bX	86	0	0	be	5.89715386763674
1	i	high	0	XJ	100	0	0	each	3.25809653802148
1	ae	low	0	lX	151	0	0	lacking	0
1	i	high	0	lX	79	0	0	lacking	0
1	i	high	0	pX	79	0	0	people	5.17614973257383
1	ae	low	0	DXts	71	0	0	thatXs	6.08221891037645
1	ae	low	0	DXt	51	0	0	that	7.47420480649612
1	o	mid	1	Xld	233	0	0	old	3.89182029811063
1	i	high	0	mX	167	0	0	me	5.53733426701854
1	i	high	0	mX	139	0	0	me	5.53733426701854
1	i	high	0	mX	139	0	0	me	5.53733426701854
1	i	high	0	rX	85	0	0	really	5.46383180502561
1	ae	low	0	DXts	109	0	0	thatXs	6.08221891037645
1	o	mid	1	mXst	112	0	0	most	4.04305126783455
1	o	mid	1	dXnt	96	0	0	donXt	6.361302477573
1	i	high	0	pX	77	0	0	people	5.17614973257383
1	e	mid	0	dX	192	0	0	day	4.07753744390572
1	ae	low	0	Xnd	90	0	0	and	8.06117135969092
1	ae	low	0	kXnt	66	0	0	canXt	4.90527477843843
1	e	mid	0	nXm	121	0	0	name	3.29583686600433
1	u	high	1	dX	106	0	0	doing	3.49650756146648
1	i	high	0	dX	82	0	0	doing	3.49650756146648
1	i	high	0	hXz	51	0	0	heXs	4.92725368515721
1	i	high	0	DXz	63	0	0	these	4.43081679884331
1	i	high	0	jX	37	0	0	you	7.07496319796604
1	e	mid	0	tXk	79	0	0	take	4.70953020131233
1	o	mid	1	dXnt	141	0	0	donXt	6.361302477573
1	i	high	0	tX	88	0	0	tv	1.09861228866811
1	i	high	0	tX	103	0	0	tv	1.09861228866811
1	o	mid	1	prXg	66	0	0	programs	2.07944154167984
1	i	high	0	DX	87	0	0	they	6.96790920180188
1	u	high	1	jXz	114	0	0	use	2.77258872223978
1	i	high	0	DX	72	0	0	they	6.96790920180188
1	u	high	1	jXz	100	0	0	use	2.77258872223978
1	i	high	0	DX	100	0	0	they	6.96790920180188
1	u	high	1	jXz	88	0	0	use	2.77258872223978
1	i	high	0	DX	78	0	0	they	6.96790920180188
1	u	high	1	jXz	121	0	0	use	2.77258872223978
1	i	high	0	bX	139	0	0	being	4.0943445622221
1	u	high	1	tX	69	0	0	two	4.75359019110636
1	u	high	1	tX	61	0	0	two	4.75359019110636
1	ae	low	0	DXt	72	0	0	that	7.47420480649612
1	e	mid	0	sXm	137	0	0	same	3.89182029811063
1	ae	low	0	Xnd	129	0	0	and	8.06117135969092
1	o	mid	1	DXz	188	0	0	those	4.87519732320115
1	o	mid	1	dXnt	152	0	0	donXt	6.361302477573
1	o	mid	1	nX	215	0	0	know	5.98393628068719
1	u	high	1	SXr	103	0	0	sure	3.89182029811063
1	e	mid	0	DX	108	0	0	they	6.96790920180188
1	ae	low	0	DXt	140	0	0	that	7.47420480649612
1	e	mid	0	wX	133	0	0	way	4.90527477843843
1	i	high	0	mX	94	0	0	married	2.39789527279837
1	ae	low	0	hXd	112	0	0	had	5.56452040732269
1	o	mid	1	nX	209	0	0	know	5.98393628068719
1	i	high	0	hX	62	0	0	he	6.00635315960173
1	o	mid	1	dXnt	112	0	0	donXt	6.361302477573
1	o	mid	1	nX	185	0	0	know	5.98393628068719
1	i	high	0	hX	154	0	0	he	6.00635315960173
1	e	mid	0	JXnJd	148	0	0	changed	2.484906649788
1	i	high	0	DX	48	0	0	the	7.86403565907245
1	i	high	0	hX	33	0	0	he	6.00635315960173
1	i	high	0	hX	70	0	0	he	6.00635315960173
1	ae	low	0	TXNk	125	0	0	thank	2.56494935746154
1	u	high	1	jX	86	0	0	you	7.07496319796604
1	i	high	0	DX	103	0	0	the	7.86403565907245
1	e	mid	0	Xdz	128	0	0	aids	0.693147180559945
1	o	mid	1	gX	49	0	0	going	4.54329478227
1	i	high	0	hX	70	0	0	he	6.00635315960173
1	i	high	0	hX	72	0	0	he	6.00635315960173
1	o	mid	1	wXnt	37	0	0	wonXt	3.40119738166216
1	u	high	1	jXz	93	0	0	use	2.77258872223978
1	i	high	0	rX	129	0	0	really	5.46383180502561
1	i	high	0	rX	134	0	0	really	5.46383180502561
1	i	high	0	hXz	40	0	0	heXs	4.92725368515721
1	i	high	0	TrX	72	0	0	three	4.47733681447821
1	i	high	0	TrX	109	0	0	three	4.47733681447821
1	o	mid	1	grXn	73	0	0	grown	2.19722457733622
1	i	high	0	jX	44	0	0	you	7.07496319796604
1	i	high	0	sX	80	0	0	see	5.06259503302697
1	e	mid	0	mXd	203	0	0	made	3.17805383034795
1	e	mid	0	JXnJ	240	0	0	change	3.09104245335832
1	u	high	1	dX	116	0	0	do	5.89715386763674
1	ae	low	0	DXt	174	0	0	that	7.47420480649612
1	o	mid	1	dXnt	85	0	0	donXt	6.361302477573
1	o	mid	1	nX	57	0	0	know	5.98393628068719
1	i	high	0	wX	78	0	0	we	6.10924758276437
1	i	high	0	pX	85	0	0	people	5.17614973257383
1	o	mid	1	dXnt	97	0	0	donXt	6.361302477573
1	u	high	1	dX	132	0	0	do	5.89715386763674
1	ae	low	0	DXt	198	0	0	that	7.47420480649612
1	i	high	0	rX	51	0	0	really	5.46383180502561
1	o	mid	1	dXnt	90	0	0	donXt	6.361302477573
1	o	mid	1	sX	209	0	0	so	6.64509096950564
1	o	mid	1	dXnt	76	0	0	donXt	6.361302477573
1	o	mid	1	jX	90	0	0	yknow	6.45990445437753
1	ae	low	0	DXt	68	0	0	that	7.47420480649612
1	u	high	1	dX	90	0	0	do	5.89715386763674
